x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200
-2.489324873,-3.236296802,-3.963242162,-2.020283319,-4.074570182,-2.794826234,-1.785774291,-2.345846434,-4.68057952,-3.406442868,-1.371211454,-2.163181727,-2.2000814,-0.817334204,-2.909287941,-2.077986045,-2.061548168,-2.731070367,-3.642315538,-3.226229817,-2.691259728,-2.673315861,-3.993826436,-3.991023417,-2.923245613,-2.864869506,-3.38151111,-3.863304749,-2.299352025,-3.217625137,-2.725551723,-4.206990098,-4.256596072,-2.145548026,-3.038542567,-4.477833926,-2.259608163,-1.589825959,-0.529759699,-3.167256265,-2.010735002,-3.231025,-3.355693705,-2.956121878,-3.139583711,-3.253840893,-5.346725504,-2.558552551,-3.794549625,-2.460755397,-1.999752292,-2.286182931,-4.713562984,-1.869387511,-2.91069585,-3.778373943,-1.976980601,-2.668161236,-2.484868728,-3.978259817,-2.498586489,-2.545722006,-2.14517529,-3.355644427,-3.616577117,-4.546273898,-4.311467428,-3.81836254,-3.444366122,-3.142385355,-3.602963127,-2.815183722,-2.220185764,-1.661014592,-3.735960339,-3.489407363,-4.079431865,-1.609464278,-2.724373191,-4.165324999,-3.697572926,-2.082526753,-3.010909337,-2.471861644,-2.483680895,-4.025641142,-3.623539993,-4.785375992,-1.518378353,-1.751044321,-3.243802469,-2.347710114,-3.072499136,-3.830410538,-4.759131672,-3.299919291,-3.013890449,-3.107821538,-3.291227733,-1.870033887,4.108804518,1.963003641,1.970846661,3.724500019,1.409744728,1.075339793,4.970385747,2.247824053,3.520116129,2.496819495,2.881937843,2.226481984,3.995677323,1.680743307,2.574333643,2.770463937,3.425412048,2.977038437,2.838220244,3.498537937,1.748861204,2.062337382,1.196742686,2.877465857,1.981900299,1.486342457,-0.251010677,3.197186062,3.844275481,1.787528736,1.465390002,2.007242331,4.010725673,3.20796264,3.410698145,1.980679724,1.72264383,3.459587522,1.8888521,4.463535528,3.527928864,4.855395365,4.442928945,3.38569381,2.159842919,3.424718846,2.026865948,1.618065728,1.82755996,2.588337117,4.784715874,3.322748042,0.669271801,1.974101795,3.472287231,4.149270424,1.577125857,2.277796505,3.973813375,2.512480831,2.955029733,0.936101232,3.251692892,3.186837161,2.534708299,2.73989974,3.192792972,4.725463852,4.419906622,3.823949079,2.564911632,2.194768658,5.33449198,2.94925106,3.737831974,2.329135611,3.049167487,6.963813439,5.573506011,2.801326973,2.715374711,5.033368838,1.888862558,1.56034033,2.512328898,2.659481774,2.952553243,4.500021773,3.842476684,3.011809606,5.099871447,0.771152137,2.442435722,2.319224644,3.129246635,2.541513863,3.312533034,1.361699566,4.367573531,3.410189209
-0.004409938,-0.004409937,-0.004409934,-0.004409938,-0.004409934,-0.004409938,-0.004409938,-0.004409938,-0.004409933,-0.004409937,-0.004409937,-0.004409938,-0.004409938,-0.004409937,-0.004409938,-0.004409938,-0.004409938,-0.004409938,-0.004409936,-0.004409937,-0.004409938,-0.004409938,-0.004409934,-0.004409934,-0.004409938,-0.004409938,-0.004409937,-0.004409934,-0.004409938,-0.004409937,-0.004409938,-0.004409933,-0.004409933,-0.004409938,-0.004409938,-0.004409933,-0.004409938,-0.004409937,-0.004409937,-0.004409937,-0.004409938,-0.004409937,-0.004409937,-0.004409938,-0.004409937,-0.004409937,-0.004409936,-0.004409938,-0.004409935,-0.004409938,-0.004409938,-0.004409938,-0.004409933,-0.004409938,-0.004409938,-0.004409935,-0.004409938,-0.004409938,-0.004409938,-0.004409934,-0.004409938,-0.004409938,-0.004409938,-0.004409937,-0.004409936,-0.004409933,-0.004409933,-0.004409935,-0.004409936,-0.004409937,-0.004409936,-0.004409938,-0.004409938,-0.004409937,-0.004409935,-0.004409936,-0.004409934,-0.004409937,-0.004409938,-0.004409933,-0.004409935,-0.004409938,-0.004409938,-0.004409938,-0.004409938,-0.004409934,-0.004409936,-0.004409933,-0.004409937,-0.004409937,-0.004409937,-0.004409938,-0.004409938,-0.004409935,-0.004409933,-0.004409937,-0.004409938,-0.004409938,-0.004409937,-0.004409938,-0.004409937,-0.004409935,-0.004409935,-0.004409934,-0.004409936,-0.004409936,-0.004409942,-0.004409934,-0.004409933,-0.004409933,-0.004409932,-0.004409934,-0.004409936,-0.004409935,-0.004409933,-0.004409932,-0.004409933,-0.004409932,-0.004409932,-0.004409933,-0.004409935,-0.004409934,-0.004409936,-0.004409932,-0.004409934,-0.004409936,-0.004409937,-0.004409932,-0.004409935,-0.004409935,-0.004409936,-0.004409934,-0.004409936,-0.004409932,-0.004409933,-0.004409934,-0.004409935,-0.004409933,-0.004409935,-0.00440994,-0.004409933,-0.004409942,-0.00440994,-0.004409933,-0.004409934,-0.004409933,-0.004409934,-0.004409935,-0.004409935,-0.004409933,-0.004409942,-0.004409933,-0.004409937,-0.004409935,-0.004409933,-0.004409937,-0.004409935,-0.004409934,-0.004409936,-0.004409933,-0.004409932,-0.004409936,-0.004409932,-0.004409932,-0.004409933,-0.004409932,-0.004409932,-0.004409941,-0.00440994,-0.004409935,-0.004409933,-0.004409934,-0.004409942,-0.004409932,-0.004409934,-0.004409933,-0.004409932,-0.004409947,-0.004409942,-0.004409932,-0.004409932,-0.004409942,-0.004409935,-0.004409936,-0.004409933,-0.004409933,-0.004409932,-0.00440994,-0.004409935,-0.004409932,-0.004409942,-0.004409937,-0.004409933,-0.004409933,-0.004409932,-0.004409933,-0.004409933,-0.004409936,-0.004409939,-0.004409933
0.101259788,0.10125979,0.10125978,0.101259784,0.101259777,0.10125979,0.101259782,0.101259787,0.101259734,0.101259789,0.101259777,0.101259786,0.101259786,0.101259772,0.10125979,0.101259785,0.101259785,0.10125979,0.101259787,0.10125979,0.10125979,0.10125979,0.101259779,0.101259779,0.10125979,0.10125979,0.10125979,0.101259783,0.101259787,0.10125979,0.10125979,0.101259771,0.101259768,0.101259786,0.10125979,0.101259754,0.101259787,0.10125978,0.10125977,0.10125979,0.101259784,0.10125979,0.10125979,0.10125979,0.10125979,0.10125979,0.101259584,0.101259789,0.101259784,0.101259788,0.101259784,0.101259787,0.10125973,0.101259783,0.10125979,0.101259785,0.101259784,0.101259789,0.101259788,0.10125978,0.101259789,0.101259789,0.101259786,0.10125979,0.101259787,0.101259748,0.101259765,0.101259784,0.101259789,0.10125979,0.101259787,0.10125979,0.101259786,0.101259781,0.101259785,0.101259789,0.101259776,0.10125978,0.10125979,0.101259773,0.101259786,0.101259785,0.10125979,0.101259788,0.101259788,0.101259778,0.101259787,0.10125972,0.101259779,0.101259782,0.10125979,0.101259787,0.10125979,0.101259784,0.101259724,0.10125979,0.10125979,0.10125979,0.10125979,0.101259783,0.101259779,0.101259786,0.101259786,0.101259787,0.10125978,0.101259777,0.101259703,0.101259789,0.10125979,0.10125979,0.101259792,0.101259789,0.101259782,0.101259783,0.101259791,0.101259791,0.10125979,0.101259792,0.101259792,0.10125979,0.101259784,0.101259787,0.101259778,0.101259792,0.101259786,0.101259781,0.10125977,0.101259791,0.101259785,0.101259784,0.101259781,0.101259787,0.101259782,0.101259791,0.10125979,0.101259786,0.101259784,0.10125979,0.101259786,0.101259761,0.10125979,0.101259721,0.101259762,0.101259791,0.101259788,0.10125979,0.101259787,0.101259783,0.101259785,0.101259791,0.101259731,0.101259791,0.101259773,0.101259786,0.10125979,0.101259777,0.101259782,0.101259789,0.101259782,0.10125979,0.101259792,0.101259775,0.101259791,0.101259791,0.101259791,0.101259791,0.101259791,0.101259738,0.101259764,0.101259786,0.101259791,0.101259788,0.101259612,0.101259792,0.101259787,0.101259789,0.101259792,0.101258747,0.101259515,0.101259791,0.101259791,0.101259691,0.101259786,0.101259782,0.10125979,0.101259791,0.101259792,0.101259758,0.101259785,0.101259792,0.101259677,0.101259774,0.10125979,0.101259789,0.101259792,0.101259791,0.101259791,0.10125978,0.101259767,0.10125979
-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.004409611,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961
0.101259773,0.101259773,0.101259772,0.101259773,0.101259772,0.101259773,0.101259772,0.101259773,0.101259767,0.101259773,0.101259772,0.101259773,0.101259773,0.101259771,0.101259773,0.101259773,0.101259773,0.101259773,0.101259773,0.101259773,0.101259773,0.101259773,0.101259772,0.101259772,0.101259773,0.101259773,0.101259773,0.101259772,0.101259773,0.101259773,0.101259773,0.101259771,0.101259771,0.101259773,0.101259773,0.10125977,0.101259773,0.101259772,0.101259771,0.101259773,0.101259773,0.101259773,0.101259773,0.101259773,0.101259773,0.101259773,0.101259751,0.101259773,0.101259773,0.101259773,0.101259773,0.101259773,0.101259767,0.101259772,0.101259773,0.101259773,0.101259773,0.101259773,0.101259773,0.101259772,0.101259773,0.101259773,0.101259773,0.101259773,0.101259773,0.101259769,0.101259771,0.101259773,0.101259773,0.101259773,0.101259773,0.101259773,0.101259773,0.101259772,0.101259773,0.101259773,0.101259772,0.101259772,0.101259773,0.101259771,0.101259773,0.101259773,0.101259773,0.101259773,0.101259773,0.101259772,0.101259773,0.101259766,0.101259772,0.101259772,0.101259773,0.101259773,0.101259773,0.101259773,0.101259766,0.101259773,0.101259773,0.101259773,0.101259773,0.101259772,0.101259773,0.101259773,0.101259773,0.101259774,0.101259773,0.101259772,0.101259764,0.101259774,0.101259774,0.101259774,0.101259774,0.101259774,0.101259773,0.101259773,0.101259774,0.101259774,0.101259774,0.101259774,0.101259774,0.101259774,0.101259773,0.101259774,0.101259772,0.101259774,0.101259773,0.101259773,0.101259771,0.101259774,0.101259773,0.101259773,0.101259773,0.101259773,0.101259773,0.101259774,0.101259774,0.101259773,0.101259773,0.101259774,0.101259773,0.101259771,0.101259774,0.101259766,0.101259771,0.101259774,0.101259774,0.101259774,0.101259773,0.101259773,0.101259773,0.101259774,0.101259767,0.101259774,0.101259772,0.101259773,0.101259774,0.101259773,0.101259773,0.101259774,0.101259773,0.101259774,0.101259774,0.101259772,0.101259774,0.101259774,0.101259774,0.101259774,0.101259774,0.101259768,0.101259771,0.101259774,0.101259774,0.101259774,0.101259754,0.101259774,0.101259774,0.101259774,0.101259774,0.101259614,0.101259742,0.101259774,0.101259774,0.101259763,0.101259773,0.101259773,0.101259774,0.101259774,0.101259774,0.101259771,0.101259773,0.101259774,0.101259761,0.101259772,0.101259774,0.101259774,0.101259774,0.101259774,0.101259774,0.101259773,0.101259771,0.101259774
-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409915,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906,-0.004409906
0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259776,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259777,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259777,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259777,0.101259778,0.101259778,0.101259778,0.101259778,0.101258893,0.101259775,0.101259778,0.101259778,0.101259777,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259777,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778,0.101259778
-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.004409616,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961
0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259774,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259774,0.101259775,0.101259775,0.101259775,0.101259775,0.1012591,0.101259773,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775,0.101259775
-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.004409613,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961,-0.00440961
